"ID","Predict"
"845","Caribbean National Forest Wild and Scenic Rivers Act of 2002 - Amends the Caribbean National Forest/Luquillo Experimental Forest. approved April 17. 1997. and the environmental impact statement prepared as part of the plan. Amends the Wild and Scenic Rivers System to include the"
"846","import Control and Safe Handling of Spent Nuclear Fuel Act of 1995 - Requires the President to establish reasonable guidelines to ensure that theunloading. transfer. and shipment of spend nuclear fuel generated by commercial nuclear reactors in the United States and from atomic energy defense activities; (2) the"
"847","multilingual Education and Technological Advancement Act of 2001 - Authorizes the Secretary of Education to award grants to local educational agencies to provide financial assistance to elementary and secondary schools for obtaining computer software for multilingual education. Authorizes the Secretary of Education to award grants to local educational agencies to provide financial"
"848","Making Support for Missing and Exploited Children Act of 2017 This bill amends the Missing Children's Assistance Act to require the Secretary of Health and Human Services (DHS) to: (1) provide assistance to victims. families. child-serving professionals. and nongovernmental organizations to transmit imagery and information"
"849","Threatrise Technical Assistance and Capacity Building Program to provide assistance for the purpose of enhancing its capability to provide training and services to disadvantaged entrepreneurs; (2) provide training and capacity building services to microenterprise Development Organization or program. Requires the Administrator to provide training and technical assistance to "
"850","Contruction Subcontractors Payment Protection Enhancement Act of 1998 - Amends the Office of Federal Procurement Policy Act to require the Secretary of the Treasury to: (1) establish appropriate Government-wide policies and assuring Government-wide implementation through the Federal Acquisition Regulation of statutes and policies assuring"
"851","Basketball Financing and Franchise Relocation Act of 1999 - Amends the Federal Trade Commission Act to allow the association of the association of professional football clubs."
"852","Colonias Improvement Act of 2014 - Directs the Administrator of the Environmental Protection Agency (EPA) to issue a proposed rule containing a definition of the term &quot;colonia"""" that: (1) serves as a clearinghouse for information relating to the covered programs; and (2) records"
"853","Directs the Secretary of State to report to the Congress that any U.S. national conducting a commercial cooperation Project in the Socialist Republic of Vietnam. Requires the Secretary of State to submit a report to the Congress and to the Secretariat of the Organization for Economic Cooperation and Development"
"854","Tribal Connect Act of 2017 This bill amends the Communications Act of 1934 to require the library or library consortium to: (1) provide E-rate support to Indian tribes for eligible anchor institutions eligible for eligible assistance from a State Library Administrative Agency under the Library Services and Technology Act to provide E-rate support to"
"855","Alzheimer's Act of 2008 or theLa Cura Act of 2008 - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to: (1) provide the President of the Treasury to: (1) assess the prevalence of Alzheimer's disease. Requires the"
"856","Health Care Consumer Protection Act of 1995 - Directs the Secretary of Health and Human Services (HHS) to promulgate regulations to ensure that an insurer making health insurance coverage under a health plan to provide annual notice to each Current enrolleea. Requires the Secretary of Health and Human"
"857","Fighting-Based Drug Treatment Enhancement Act - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to provide for the provision of federal financial assistance to public or private entities for the purpose of carrying out activities to prevent or treat substance abuse (including the program under"
"858","Small Business Reform Act of 2010 or the Not Too Small to Succeed in Business Act of 2010 - Amends the Small Business Act to require the Small Business Act to require the Secretary of the Small Business Act to require the Secretary of the Treasury to: (1) participate in such program except for having completed such"
"859","Veterans' Education and Training Act of 1994 - Amends Federal law to require the Secretary of Veterans Affairs (VA) to: (1) provide training required for completion of any state-approved alternative teacher certification program. Amends the Federal law to require the Secretary of Veterans Affairs (VA) to: (1) provide"
"860","Amends the Internal Revenue Code to allow the taxpayer. or the donee. Requires the Secretary of the Treasury to provide for the recapture of the amount of any deduction for the deduction of such deduction. Requires the Secretary of the Treasury to provide for the recapture of the amount"
"861","Homeownership Vesting Plan Act of 2009 - Amends the Housing and Economic Relief Act of 2008 to require mortgages to make commitments to an 1- to 4-family residence that are made for the purpose of paying or prepaying outstanding obligations under an existing mortgage or mortgages on the residence if"
"862","Directs the Secretary of Defense to establish a commission on Urotrauma conducted by the Secretary of Defense to establish a commission to be known as the Urotrauma. Requires the Secretary of Defense to conduct a study on urotrauma among members of the Armed Force"
"863","Amends the Internal Revenue Code to exclude the gross income tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax"
"864","Communitiessense Reporting and Verification Act of 2015 This bill directs the Secretary of the Treasury to implement a voluntary prospective reporting system Meeting the requirements of the Patient Protection and Affordable Care Act (SSA) to: (1) establish a voluntary prospective reporting system Meeting the requirements of the Patient Protection and Affordable Care Act"
"865","Education in Vocational Technology Act - Authorizes the Secretary of Education to make grants to the States to improve the quality of instruction or training in. manufacturing and other occupational technologies; and (2) assist local educational agencies to assist local educational agencies to assist local educational agencies to improve the quality of instruction and training to"
"866","Promoteing Access to Medicare Midwifery Services Act of 2000 - Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Education to: (1) increase the medicare payments for certified nurse-midwife services and certified midwife services. Amends title "
"867","Criminal Justice Tax Fairness Act of 2013 - Amends the Internal Revenue Code to allow the tax tax for the tax of the tax of the tax of the tax deduction for such tax."
"868","Justice and Understanding By International Loan Elimination and Equity Act of 2004 or the JuUBILEE Act of 2004 - Amends the International Financial Institutions Act to direct the Secretary of the Treasury to commence immediate efforts. within the Paris Club of Official Creditors. the International Monetary Fund (IM"
"869","Foreign Service Overseas Pay Equity Act of 2008 - Amends the Foreign Service Act of 1980 to require the Secretary of the Treasury to receive the same locality-based comparability payment payment payment payment payment payment payment for the member of the Service. Requires the Secretary of the Treasury"
"870","Rettungsfields Remediation Waste Act - Amends the Solid Waste Disposal Act to authorize the Administrator of the Solid Waste Disposal Act to authorize the Administrator of the Environmental Protection Agency (SBA) to administer and enforce a program for management of remediation waste. Requires"
"871","Nuclear Policy and Posture Review Act of 2007 - Directs the President to conduct a nuclear policy review to consider a range of options on the role of nuclear weapons in United States security policy. Requires the President to conduct a nuclear policy review to consider a range of options on the"
"872","Women Without Hunger Act - Amends the Richard B. Russell National School Lunch Act to require the Secretary of Agriculture to establish a program to provide commodities to At-risk school children. Requires the Secretary to provide commodities to provide nutritious food to At-risk school children; (2) provide food services"
"873","Medicare Drug Card Guaranteed Savings Act - Amends title XVIII (Medicare) of the Social Security Act to provide for the offering of a federal national prescription drug discount card program that is available for discount card eligible individuals throughout the United States (including the territories) and that meets the"
"874","Pharmacy Supply and Value Enhancement Act or thePharmaceutical SAVE Act or thePharmaceutical SAVE Act or thePharmaceutical SAVE Act - Amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Agriculture to establish a noncom"
"875","Local School Board Governance and Flexibility Act - Directs the Secretary of Education to provide local educational agencies and the major national education organizations. Requires the Secretary of Education to prepare and publish a report based on the comments received pursuant to the Secretary of Education to prepare and publish a report"
"876","Continual power power system and tranmission organization (Sec. 2) Amends the Federal Power Act to require the Federal Power Act to require the Transmission Organization (FCC) to submit to each transmission organization with a tariff on file with the Commission that includes provisions addressing the procurement of electric capacity"
"877","Streamlining Permitting of American Energy Act of 2012 - Amends the Mineral Leasing Act to authorize the Secretary of Energy to issue a permit to drill within 30 days after receiving an application for the permit. Requires the Secretary to establish a permit to drill within 30 days after receiving"
"878","Historical Rehabilitation Tax Credit Expansion Act of 1993 - Amends the Internal Revenue Code to allow the taxpayer of the Internal Revenue Code to allow the deduction equivalent of such portion exceeds $100.000. Requires the amount of the passive activity loss (including the aggregate amount of the passive activity loss (and"
"879","Southern Nevada Higher Education Land Act of 2008 - Directs the Secretary of the Interior to conveyed for the University of Nevada. Las Vegas. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada. Nevada"
"880","Amends Federal criminal code to prohibit the procurement of specialty metals or chemical warfare protective clothing produced outside the United States. Requires such funds appropriated or otherwise available to the Department of Defense to not be used for the procurement of an item item are not grown. reprocessed. reuse"
"881","Veterans Affairs Purchased Health Care Streamlining and Modernization Act - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Veterans Care Agreements with certain health care providers to furnishing hospitals care. medical services. or extended care under the Department or under"
"882","Foreign Credit Reform Act of 2004 - Amends the Bretton Woods Agreements Act to authorize the Secretary of Commerce to: (1) provide the Secretary of Commerce to provide the Secretary of Commerce to provide the Secretary of Commerce to provide the Secretary of Commerce to provide the Secretary of Commerce to establish the Secretary of Commerce"
"883","Educational Opportunity for All Act of 2005 - Amends the Internal Revenue Code to allow taxpayers to elect not to allow such credit to the qualified tuition expenses of an individual for any taxable year. Allows the credit for the qualified tuition expenses paid by the taxpayer during the taxable year. Allows the"
"884","freedom From Restraint Act of 1999 - Amends title XVIII of the Social Security Act to require the Secretary of Health and Human Services (HHS) to: (1) protect and promote the right of each individual to be free from Physical or mental abuse. corporal punishment. and any physical"
"885",""
"886","Preservation of Access to Osteoporosis Testing for Medicare Beneficiaries Act of 2011 - Amends the Medicare program for bone mass measurement."
"887","Amends the Internal Revenue Code to allow a credit against the tax credit for the taxable year an amount equal to the product of: (1) $100. multiplied by each mile per gallon highway rating of a qualified vehicle placed in service by the taxpayer during the taxable year exceeds the CA"
"888","Airline Consumer Protection Act of 2017 This bill directs the Secretary of Transportation to issue a final rule requiring an air carrier to seek. in the event of a delay exceeding 3 hours. cancellation. or misconnection as a result of circumstances or an event within an air carrier's control. Re"
"889","Lorton Correctional Complex Closure Act - Amends the Lorton Correctional Complex Closure Act - Amends the Lorton Correctional Complex Closure Act - Amends the Lorton Correctional Complex Closure Act - Amends the Lorton Correctional Complex Closure"
"890","Protecting Readiness through Early Pell Act of 2016 or the PREP Act of 2016 This bill amends the Higher Education Act of 1965 to require the Student eligibility for federal pell grants."
"891","Small Business Economic Impact Analysis Act of 2005 - Amends the Small Business Act to require the agency to conduct a detailed analysis of the impact on small business concerns and small governmental jurisdictions of the proposed termination or restructuring. Requires the agency to conduct a detailed analysis of the impact on"
"892","Medicare error Prevention Act of 2002 - Amends the Public Health Service Act to provide the reporting program for purposes of federal and State judicial proceedings to: (1) the reporting program by a health care provider pursuant to an agreement under the Federal and State administrative proceedings. including with respect to discovery and subp"
"893","Celebration Gulbransen Kids and Cars Safety Act of 2003 - Directs the Secretary of Transportation to evaluate the available technologies for detecting and preventing collisions with individuals and objects behind a motor vehicle. Directs the Secretary of Transportation to evaluate the available technologies for detecting and "
"894","Funeral Consumer's Bill of Rights Act of 2016 This bill directs the Federal Trade Commission (FTC) to prescribe rules prohibiting unfair or Deceptive acts or practices in the provision of funeral goods or funeral services. Requires the Federal Trade Commission (FTC) to prescribe rules prohibiting unfair"
"895","Amends the Civil Rights of Institutionalized Persons Act to revise provisions of the Civil Rights of Institutionalized Persons Act to: (1) repeal the limitation of Child Prisoners."
"896","Border Security and Enforcement Act of 1997 - Establishes the Office of Enforcement and Border Affairs to be appointed by the President. by and with theadvising and consent of the Senate; and (2) report directly to the Attorney General. Requires the Director of the Immigration and Naturalization Service to the Director all"
"897","Federal Employees Health Care Freedom of Choice Act - Amends the Federal Employees Health Care Freedom of Choice Act - Amends the Federal Employees Health Care Freedom of Choice Act - Amends the Federal Employees Health Care Freedom of Choice Act - Amends the Federal Employees"
"898","Tax Excessive Standardized Testing Act of 2015 or the TEST Act of 2015 This bill amends the Elementary and Secondary Education Act of 1965 to authorize public elementary school or public secondary school to administer the academic assessments in mathematics required under clauses (including the emphasis of such assessments. Amends the Elementary"
"899","Department FOIA Efficiency Act of 2015 This bill directs the Chief FOIA Officer of the Department of Homeland Security (DOIA Officer of the Department of Homeland Security (DOIA Officer) of the Department of Homeland Security (DOIA Officer of the Department of Homeland Security (DOIA Officer"
"900","Cocopah Lands Act - Directs the Secretary of the Interior to takes that land into trust for the benefit of the Tribe. if At the time of such transfer there are no adverse legal claims to such land. including outstanding liens. mortgages. or taxes owed. Requi"
"901","National Traumatic Brain Injury Research and Treatment Improvement Act of 2015 This bill directs the Secretary of Health and Human Services to: (1) evaluate existing surveillance and data collections systems that track the incidence and circumstances of traumatic brain injury. including concussion. in the United States throughout the lifespan; (2) establish a"
"902","Amends the District of Columbia (DBA) to provide for the organization of the militia of the District of Columbia. Amends the District of Columbia. Amends the Federal criminal code to authorize the President of the District of Columbia. Amends the District of Columbia. Amends the Federal"
"903","Family Leave Tax Credit Act of 1993 - Amends the Internal Revenue Code to allow the Family Leave Credit for any employer for any taxable year unless: (1) the placement of a child. parent or spouse with a serious health condition. Requires the employee is considered to be eligible to"
"904","Making and Investment Act of 1993 - Amends the Internal Revenue Code to allow the deduction for dividends paid by corporations."
"905","Plan B for Plan B Act of 2005 - Amends the Food and Drug Administration (FDA) to approve or disapprove the supplemental new drug application for Plan B. Requires the Commissioner of Food and Drugs to approve or disapprove the supplemental new drug application for Plan"
"906","Systemic Risk Designation Improvement Act of 2017 This bill amends the Dodd-Frank Wall Street Reform and Consumer Protection Act to revise the Dodd-Frank Wall Street Reform and Consumer Protection Act to require the Secretary of Health and Human Services (DOD) and Consumer Protection Act to"
"907","Safe Food Act of 1999 - Establishes the Safe Food Safety Administration (FSEA) to establish a single agency to be known as the """"Safe Food Safety Administration (FDA) to administer and enforce the food safety laws for the protection of the public health and oversee the following functions of the Administration:"
"908",""
"909","Uterine Fibroid Research and Education Act of 2003 - Directs the Director of the National Institutes for Disease Control and Prevention. to Develop and disseminate to the public information concerning uterine fibroids. including information on the incidence and prevalence of uterine fibroids. Direct"
"910","Amends the Attorney General to prescribe final regulations governing the storage and keeping by State and local law enforcement agencies of explosive materials that have been shipped or transported in interstate or foreign commerce. and the Type and amounts of such materials stored or kept At the location; and (2) the Type and amounts of such materials"
"911","Gun Show Loophole Closing Act of 2017 This bill amends the Federal criminal code to prohibit the person to operate a gun Show operator. Requires the Attorney General to: (1) allow the Attorney General to: (1) allow the Attorney General to establish a gun Show Operators. Require"
"912","Bluff Transparency Act of 2014 - Amends the Securities Exchange Act of 1934 to require the Securities Exchange Commission (SEC) to: (1) markup Disclosure in Riskless Principal Transactions to: (1) proofs a liability of the issuer. Requires the Commission identifies by"
"913","Veterans Programs Improvement Act of 2003 - Amends the Federal criminal code to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase the dollar amounts to increase"
"914","equitable equitable alien student"""" as an alien who is not lawfully present in the United States and are enrolled in a public elementary or secondary school of a local educational agency to eligible illegal alien students. Requires the Secretary of Commerce to provide for payment to each eligible State for the year. Re"
"915","Anti-Fraudulent Intercountry Adoption Practices Act of 1996 - Amends the United States Code to prohibit any person. offering to perform any act or render any service as with the placement of a child for adoption. to knowingly and Willfully falsify. conceal. or cover"
"916","Delhi Sands Flower-loving Fly. Requires the Secretary of Agriculture to establish a report suggéring that the Delhi Sands Flower-loving Fly. Requires the Secretary of Agriculture to establish a report suggér that the Delhi Sands Flower-loving Fly. Require"
"917","Taxing Child Predators Act of 2016 This bill amends the Federal criminal code to prohibit the disclosure of the existence or contents of the relevant Subpoena. Requires the Secretary of the Treasury to disclose to any person that the Federal official issued the Subpoena certifies that"
"918","Children's Environmental Health Protection Act - Directs the Administrator of the Office of Management and Budget (EPA) to report to the President to the President. Requires the Task Force to Address Environmental Health and Safety Risks to Children. Requires the Task Force to Address Environmental Health and"
"919","Responsible Stem Cell Research Act of 2001 - Directs the Secretary of Health and Human Services to establish and maintain a National Stemm Donor Bank (DHS) to: (1) establish a National Stemm Cell Donor Bank (Donor Bank (DHS) to: (1) operate"
"920","Immigration Services Consumer Protection Act of 2000 - Requires the person acting as an immigration consultant to: (1) provide assistance or advice on an immigration matter for any client for compensation and who knowingly fail to meet a requirement of the Immigration and Naturalization Service (DOD) to: (1) provide assistance or"
"921","Amends the Internal Revenue Code to allow the United States Cruise Industry income Treated as Effectively Connected to the Conduct of a Trade or business within the United States. Requires such income for certain voyages."
"922","Tennessee Dean Cheyenne River Valley Conservation Act of 2010 - Directs the Secretary of Agriculture to submit to the Committee on Energy and Natural Resources of the Senate and the Committee on Natural Resources of the House of Representatives a map and legal description for each wilderness area. Requires the Secretary to correct"
"923","Independentives for our Nation's Veterans in Energy Sustainability Technologies or theINVEST Act - Amends the Internal Revenue Code to: (1) provide the availability of the United States to pay to each possession of the United States with a mirror code tax system amount equal to the loss to that possession of the"
"924","Contlicts from Political Fundraising Act of 2017 This bill amends the Ethics of 1978 to require an organization that are made to a political organization that are subject to Federal laws or regulations that encourages or opposes changes in Federal laws or regulations that are subject to Federal laws or regulations that are subject"
"925","Digital Coast Act of 2012 - Directs the Secretary of Commerce to establish and implement the Digital Coast to collect the following priority supporting data and integrate such data with other available data for the benefit of the broadest measure of coastal resource management constituents and applications; (2) focus on fillingases. including surveys."
"926","Disaster Savings and Resilient Construction Act of 2012 - Amends the Internal Revenue Code to: (1) construct by the eligible contractor to the resilient construction credit for each building."
"927","Energy Conservation Opportunity Fund Act of 2008 or the Eco Fund Act of 2008 or the Eco Fund Act of 2008 - Establishes the Federal Treasury to provide loans to states and Indian tribes to provide incentives to States and Indian tribes to provide incentives to owners of single-family and multifamily housing. commercial properties"
"928","Amends the National Aeronautics and Space Act of 1958 to authorize the Administrator of the National Aeronautics and Space Fund. Requires the Administrator to carry out a program to award prizes to stimulate innovation in basic and applied research. technology development. and prototype demonstration that having the potential"
"929","Bankruptcy Fairness and Employee Benefits Protection Act of 2014 - Amends the Federal criminal code to prohibit the benefit of retirees under certain collectively bargained agreements."
"930","Global Nuclear Security Initiative Act of 2002 - Directs the Secretary of Energy to develop a comprehensive program of activities to encourage all countries with nuclear materials to adhere to. or to adopt standards equivalent to. the International Atomic Energy Agency standard on the Physical Protection of Nuclear Material and Nuclear Facilities (NIFCIRC"
"931","Directs the Secretary of Energy to expend amounts collection collection under the Atomic Energy Act of 1954 to direct the Secretary of Energy to expend amounts collection collection of the 3 gaseous diffusion plants. Requires the Secretary of Energy to expend amounts collection collection under the Atomic Energy Act of 1954"
"932","Student Health Insurance Portability Protection Act of 1997 - Amends the Public Health Service Act to require the Health Insurance Portability and Accountability Act of 1996 to require the Health Insurance Portability and Accountability Act of 1996 to require the Health Insurance Portability and Accountability Act of 1996 to require the Health Insurance"
"933","Amends the Indian Health Service (HHS) to: (1) report directly to the Secretary of Health and Human Services to: (1) report directly to the Secretary of Health and Human Services to: (1) report directly to the Secretary of Health and Human Services to: (1) report directly to the Secretary of Health concerning appropriate matters"
"934","Federal Bureau of Investigation First Amendment Protection Act of 1993 - Directs the Federal Bureau of Investigation (Bureau) to issue publicly available guidelines for investigations covered by the Act. Requires the Attorney General to issue publicly available guidelines for investigations covered by the Act. Requires the Attorney General to"
"935","Taxpayer Savings and Employee Notification Act of 2003 - Amends the Internal Revenue Code to allow the issuer of nonqualified company-owned life insurance contract. Requires the Secretary of the Treasury to deposit an amount equal to such receipts to the Secretary of the Treasury to deposit an"
"936","Protectting Children from Sexual Exploitation Act of 2005 - Amends Federal criminal code to prohibit the Attorney General or His or her designee to conduct an inspection under the Act. Requires the Attorney General or His or her designee to conduct an inspection under this Act. Requi"
"937","Motor Donor Act - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to establish and maintain a national organ and tissue donor registry to provide for donor designations through State motor vehicle driver's license application processes; (2) ensure that timely and accurate information"
"938","Media Violence Labeling Act of 1999 - Amends the Federal Cigarette Labeling and Advertising Act to provide for the establishment. use. and enforcement of a consistent and comprehensive system for labeling violent content in audio and visual media products. Requires the public to be sufficiently informed of:"
"939","Healthy Families Act of 2013 - Directs the Secretary of Agriculture to establish the Local Food for Healthy Families Program for the purpose of Making grants to certain entities to carry out projects to provide incentives to low-income families receiving supplemental nutrition assistance program benefits to purchase fruits and vegetables; (2) maximize the share of"
"940","Transparency and Honesty in Energy Regulations Act of 2017 This bill directs the Secretary of Energy to provide the Secretary of Energy to address greenhouse gas emissions. including the regulation or prohibition of the exploration. mining.production. and use of coal and other fossil fuels as energy sources. the social cost"
"941","Salton Sea Reclamation Act of 1998 - Directs the Secretary of the Interior to complete all feasibility studies and cost analyses for the options set forth to: (1) complete all feasibility studies and cost analyses for the options set forth to: (1) complete all feasibility studies and cost analyses for the options set forth to:"
"942","Jub Access and Workacentives Act - Amends the Transportation Equity Act for the 21st Century (HHS) to provide loans guarantees to States to ensure an entity that agrees to hire welfare recipients for jobs creation to carry out the contract. Requires the head of a"
"943","Brownfields Housing and Community Renewal Development Act - Amends the Housing and Community Development Act of 1974 to authorize the Secretary of Housing and Community Development Act of 1974 to authorize the Secretary of Housing and Community Development (HUD) to establish a program to promote Community Renewal Through Brownfield"
"944","Medicare Beneficiaries' Choice Stabilization Act of 2000 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (SSA) to provide for the computation and publication of county-specific per capita cost for each Medicare+Choice"
"945","Land and National Park Deferred Maintenance Act or the LAND Act - Amends Federal law to authorize the President to provide financial assistance to States under the Consolidated Appropriations Act. Amends the Federal criminal code to: (1) provide financial assistance to States under the Consolidated Ap"
"946","Amends the Internal Revenue Code to allow any applicable discharge costs of any taxpayer that are Attributable to any oil discharge involving less than 36.000 gallons of oil. Requires the Administrator of the Environmental Protection Agency certifies to the Secretary that all cleanup and other remediation actions required by"
"947","Counter Iran From Smuggling Weapons to Terrorists Act - Directs the Secretary of Defense to authorize assistance and training to increase maritime security and domain awareness of foreign countries Bordering the Persian Gulf. the Arabian Sea. or the Mediterranean Sea to provide training to the national military or other security"
"948","Post-Prostate Cancer Treatment Equity Act of 2007 - Amends the Employee Retirement Income Security Act of 1974 to require the Secretary of Health and Human Services (HHS) to provide medical and surgical benefits with respect to prostate cancer treatment. Requires the Secretary of Health and Human Services (HHS"
"949","Business Checking Freedom Act of 2003 - Amends the Federal Reserve Act to require the owners of any deposit or account that is a deposit or account on which interest or dividends are paid and not a deposit or account on which interest or dividends are paid and not a deposit or account on"
"950","State and Local Government Economic Empowerment Act - Directs the Secretary of the Treasury to establish money available for purposes of the Act to: (1) the population of the United States. Requires the Secretary of the Treasury to provide the Secretary of the Treasury to provide the Secretary of the Treasury to provide the"
"951","Taiwan Airpower Modernization Act of 2011 - Directs the Secretary of Defense to provide Taiwan with additional advanced multirole fighter aircraft. Directs the Secretary of Defense to provide Taiwan with additional advanced multirole fighter aircraft. Directs the Secretary of Defense to provide Taiwan with additional advanced multirole fighter aircraft"
"952","Private Property Rights Act of 1997 - Directs the Secretary of the Federal Government to complete a private property taking impact analysis before taking any agency action. Requires each agency to complete a private property taking impact analysis before taking any agency action. Requires each agency shall complete "
"953","Medicare Availability Act of 1999 - Amends the Public Health Service Act to require group health plan. and a health insurance issuer offering group health insurance coverage for any woman who are 40 years of age or older to provide coverage for annual screening mammography for any woman who are 40 years of age"
"954","Citizens Empowerment Act of 2015 This bill amends the Federal criminal code to prohibit any employee of an Executive agency who are conducting an an an organization or telephonic interaction with an individual. Requires each employee of an Executive agency who are conducting an an as-person or telephonic"
"955","Smart By Every Ad Act of 2010 - Amends the Federal Election Campaign Act of 1971 to require the Secretary of Election to require the Secretary of Election to: (1) establish the disclosure statement to the disclosure statement to the recipient of the disclosure statement."
"956","Electonic Books Opening Opportunity for Knowledge Act of 2014 or the E-BOOK Act of 2014 - Amends the Higher Education Act of 1965 to authorize the Secretary of Education to award grants on a competitive basis to not more than 10- institutions of higher education to reduce the cost of attendance for undergraduate students by providing"
"957","World Trade Center National Memorial Act - Authorizes the Secretary of the Interior to establish a national memorial At. or proximate to. the Site of the World Trade Center site in New York City. Authorizes the Secretary of the Interior to establish a national memorial At. or prox"
"958","Fuel Electrofficient Vehicles Act of 2003 - Amends the Internal Revenue Code to increase the tax rate for the sale by the manufacturer of each automobile a tax determination to: (1) the fuel economy for the model type in which the automobile falls are: (1) vehicles. or less than seven mpg"
"959","Special Olympics Sport and Empowerment Act of 2004 - Authorizes the Secretary of Education to award grants to. or enter into contracts or cooperative agreements with. Special Olympics to carry out the following Activities to increase the participation of individuals with intellectual disabilities within the United States. Authorizes the Secretary of Health and"
"960","Embassy Employee Compensation Act - Directs the Attorney General to: (1) administer the compensation program established under the Special Master. Requires the Secretary of Transportation to: (1) administer the compensation program established under the Act. Requires the Secretary General to: (1) administer the compensation program established"
"961","Hand Unrestricted on National Treasures Act or the HUNT Act - Amends the Land and Water Conservation Fund Act of 1965 to require the Secretary of Agriculture to make available to the public on the Web site of the agency a report that include: (1) a list of the location and"
"962","SSI Outreach Act of 1993 - Directs the Secretary of Health and Human Services to establish within the Social Security Administration (SSA) to provide technical assistance to the entities receiving grants to the agencies receiving grants to the entities receiving grants to the entities receiving grants to the entities receiving grants to the entities receiving grants to the"
"963","Domestic Violence Courts Assistance Act - Amends the Omnibus Crime Control and Safe Streets Act of 1968 to authorize the Attorney General to submit to Congress a report on the implementation and effectiveness of the amendments as: (1) prosecutors and court personnel. including those who perform interpretation and translation services; (2)"
"964","Student Loan Abuse Prevention Act of 2005 - Amends the Taxpayer-Teacher Protection Act of 2004 to authorize the Secretary of Education to increase the taxpayer-Teacher Protection Act of 2004 to require the Secretary of Education to increase the rate of such loan payment for the"
"965","Senior Citizens' Freedom to Work Act - Amends title XVIII (Medicare) of the Social Security Act to increase the rate of interest for individuals who Has Attained retirement age. Requires the Secretary of Health and Human Services (SSA) to increase the rate of interest for individuals"
"966","Nuclear Safety and Promotion Act of 2001 - Amends the Atomic Energy Act of 1954 to revise the nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear nuclear"
"967","National Transportation Safety Board Amendments of 1996 - Amends Federal criminal code to prohibit the Board to disclose records or information relating to its participation in foreign aircraft accident investigations; except that: (1) the Board shall disclose records or information relating to its participation in foreign aircraft accident investigations; except that: (1) the"
"968","Environmental Protection Encouragement Act of 1993 - Amends the Internal Revenue Code to allow taxpayer to elect to treat the cost of any environmental improvement property as an expense which is not chargeable to capital account. Allows such deduction for the taxable year to any cost of any environmental improvement property as an expense which"
"969","Amends Federal criminal code to authorize a person who is prohibited by such chapter from possessing. transporting. shipping. or receiving a firearm or ammunition shall be entitled to transport a firearm for any lawful purpose from any place where the person may lawfully possess. carry. or transport the firearm"
"970","University Mississippi Conservation and River Protection Act of 2013 or the Upper Mississippi CARP Act - Directs the Secretary of the Army to conduct a study on the feasibility of temporary closure of the lock At the Upper St. Anthony Falls Lock and Dam to manage the threat of Asian carp traveling up the Mississippi River"
"971","Natural Disaster Mitigation Act of 2011 - Amends the Internal Revenue Code to allow the taxpayer to allow the credit for the tax credit for the taxable year. Allows the credit for the tax credit for the taxable year. Allows the credit for the tax credit for the taxable year."
"972","Protectting Railroads against ENemy Efforts through Modernization. Planning. and Technology Act - Directs the Secretary of Transportation to Develop a plan for the security of the Nation's railroads. Requires the Secretary of Transportation to Develop a plan for the security of"
"973","National Policies Toward Gambling Review Act of 1995 - Establishes the National Policies Toward Gambling Review Act of 1995 - Establishes the Commission on the Review of National Policies Toward Gambling Review Act of 1995 - Establishes the Commission on the Review of National Policies Toward Gamb"
"974","Equal Oral Health Care Act of 2009 - Amends title IV (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (HHS) to award grants to eligible entities to purchase portable or mobile dental equipment and to pay for appropriate operational costs. including direct health care or"
"975","Veterans-Owned Small Business Promotion Act of 2009 - Amends the Federal criminal code to allow the Secretary of Commerce to enter into a direct loan for certain businesses."
"976","Harriet Tubman National Historical Parks Act - Establishes the Harriet Tubman Underground Railroad National Historical Park. Requires the Secretary of the Interior to establish the Harriet Tubman Underground Railroad National Historical Park. Requires the Secretary to enter into a cooperative agreement"
"977","Nuclear Secrets Safety Act of 2000 - Amends the National Nuclear Security Administration Act to require the Administrator of Nuclear Security (NRA) to conduct an inventory of each document or device at each national security laboratory that contains Restricted Data and submit to the Committee on Armed Services of the House of Representative"
