"ID","Predict"
"160","Energy-Efficient Cool Roof Jobs Act - Amends the Internal Revenue Code to revise the term """"qualified energy-efficient cool roof replacement property. Amends the Internal Revenue Code to revise the term """"qualified energy-efficient cool rooftop roof replacement property. Requires the"
"161","Offshore Fracking Transparency and Review Act of 2015 This bill directs the Secretary of the Interior to conduct a study of the conduct and impacts of hydraulic fracturing and acid well stimulation treatment in the Pacific Outer Continental Shelf region until the Secretary of the Interior to conduct a study of the"
"162","Anti-Corruption Act of 1995 - Amends the Federal criminal code to prohibit any person to be sent or delivered by any private or commercial interstate carrier or foreign commerce. Requires the Secretary of the Interior and Local Government to: (1) provide for the purpose of executing or concealing "
"163","Long Innovation and Coastal Protection Act of 1993 - Amends the National Flood Insurance Act of 1968 to direct the Director of the National Flood Insurance Act of 1968 to demonstrate the feasibility of innovative mitigation activities designed to minimize coastal erosion. preserve shorelines. and avoid environmental degradation. Requires the Director to"
"164","Lead-Safe Housing for Kids Act of 2016 This bill amends the Residential Lead-Based Paint Poisoning Prevention Act to require the Secretary of Housing and Urban Development (EPA) to promulgate regulations to update the standards for lead-contaminated dust and lead-contaminated soil under part 7.45 of title 40"
"165","Uranium Resources Stewardship Act or theURSA - Amends the Mineral Leasing Act to require the Secretary of the Interior to divide any lands subject to such Act that are not withdrawn from mineral leasing and that are otherwise available for uranium leasing under applicable law. including "
"166","Preventing Tragedies Between Police and Communities Act of 2016 This bill requires the State or unit of local government to require that all individuals enrolled in an academy of a law enforcement agency of the State or unit of local government to fulfill a training session on Dec--lethal methods of applying force"
"167","Amends the Endangered Species Act of 1973 to direct the Secretary of the Interior to publish the complaint in a readilyattainable manner. Requires the court to award costs of litigation in any proposed covered settlement that is a consent decree or to dismiss the case pursuant to a"
"168","Federal Propaganda Prohibition Act of 2005 - Amends the Federal criminal code to prohibit any expenditure or obligation of funds for publicity or propaganda purposes within the United States unless authorized by law. Requires an Executive agency to submit to each congressional committee a written notification containing the"
"169","National Urban Search and Rescue Response System Act of 2007 - Amends the Robert T. Stafford Disaster Relief and Emergency Assistance Act to direct the Administrator of the Federal Emergency Management Agency to administer the National Urban Search and Rescue Response System to provide for a national network of standardized search and rescue resources to assist States"
"170","Confederate Commemorative Works Inventory and Joint Resource Study Act - Directs the Secretary of the Interior to conduct a full inventory of Confederate commemorative works under the administrative jurisdiction of that Secretary. Directs the Secretary of Defense to conduct a full inventory of Confederate commemorative works under"
"171","Make Education Local Act of 2018 This bill authorizes the Secretary to submit to the Secretary a State management decision permitting the State to receive federal funds on a consolidated basis to manage the expenditure of such funds to advance the educational policy of the State. Requires the Secretary to submit to the Secretary of"
"172","Republican Form of Government Guarantee Act - Amends the Federal criminal code to: (1) guarantee a republican form of State government free from interference from unlawful violence and the reasonably perceived threat of unlawful violence. Requires each person not otherwise disqualified. barred. or disabled by State or"
"173","VA Vision Scholars Act of 2007 - Amends the VA Vision Scholars Act of 2007 - Amends the Federal criminal code to require the Secretary of Veterans Affairs to establish and carry out a scholarship program to provide financial assistance to provide financial assistance to an individual who are accepted for enrollment or currently"
"174","Ozone National Ambient Air Quality Standard Deadline Harmonization Act of 2015 This bill amends the Clean Air Act (EPA) to promulgate final designations under the Clean Air Act to: (1) eliminate the obligation of a preconstruction permit applicant to install best available control technology and lowestattainable emissions rate technology"
"175","Department of Energy Laboratory Modernization and Technology Transfer Act of 2015 This bill directs the Department of Energy to transmit to the Committee on Science. Space. and Technology of the House of Representatives and the Committee on Energy and Natural Resources of the Senate a report which: (1) assess the role and effectiveness of the Director"
"176","United States-Macau Policy Act of 1999 - Directs the Secretary of the Congress that: (1) the United States should play an active role before. on. and after December 20. 1999. the Macau Special Administrative Region of the People's Republic of China and the Republic of Portugal. Requires"
"177","Frederal Spectrum Incentive Act of 2013 - Amends the National Telecommunications and Information Administration Organization Act to authorize the National Telecommunications and Information Administration Organization Act to authorize the National Telecommunications and Information Administration Organization Act to authorize the National Telecommunications and Information Administration Organization Act to require"
"178","Construction Quality Assurance Act of 2009 - Requires an executive agency for the procurement of construction in an amount of $1 million to require each bidder to submit as part of its bid. Requires each bidder to submit as part of its bid. Requires each bidder to"
"179","Endangered Species Community Advisory Board Act of 1995 - Amends the Endangered Species Communities Advisory Board (FCC) to establish an Endangered Species Community Advisory Board (FCC) to establish an Endangered Species Community Advisory Board"
"180","Freedom to Mourn in Peace Act of 2011 - Amends Federal criminal code to prohibit any person to carry out demonstrations where a burial. memorial service. or other bereavement ceremony for a veteran is held unless the demonstration has been approved by the cemetery superintendent or the owner"
"181","Sexual Offender Registration Tips Program Act of 2009 or the SORT Act of 2009 - Amends the Internal Revenue Code of 1986 and the SORT Act of 2009 - Requires the Secretary of Health and Human Services (HHS) to establish the National Megan's Law. Inc."
"182","Helping to Encourage Real Opportunities to Encourage Real Opportunities (HERO) for At-Risk Youth Act - Amends the Internal Revenue Code to allow the credit for Summer Youth (ERISA) for At-Risk Youth Act - Amends the Internal Revenue Code to: (1) increase the credit"
"183",""
"184","International Development Act of 1994 - Amends the Bretton Woods Agreements Act to direct the United States Governor of the Bank to contribute $400 million on behalf of the United States to the Global Environment Facility. Requires the Secretary of the Bank to contribute $315 million to the seventh replenishment of"
"185","Foreign Business Bribery Prohibition Act of 2016 This bill amends the Foreign Corrupt Practices Act of 1977 to direct the court of competent jurisdiction to any issuer that is subject to such issuer. domestic concern. or other person by the violation of the violation of such Act. Requires"
"186","Veterans' Health Care Policy Enhancement Act of 2008 - Directs the Secretary of Veterans Affairs (VA) to develop and implement a comprehensive policy on the management of pain experienced by veterans enrolled for health care services provided by the Department of Veterans Affairs (VA) for health care services provided by the Department of"
"187","Emergency Drought Relief Act of 1998 - Amends the Agricultural Market Transition Act to require the Secretary of Agriculture to provide technical assistance and cost-share payments to a producer who undertakes on eligible lands in a designated disaster area a project intended to alleviate or otherwise respond to the"
"188","Educational Empowerment Act - Amends the Internal Revenue Code to direct the Secretary of Education to designate not more than 30 nominated areas as educational empowerment zones. Requires the Secretaries concerned to designate a nominated area as educational empowerment zones. Requires the"
"189","Cyber Defense of Federal Networks Act of 2015 This bill amends the Homeland Security Act of 2002 to require the Director of the Office of Management and Budget to develop and implement an Intrusion detection and response plan to detect. identify. and remove intruders in agency information systems. Requires the Secretary"
"190","Save America's Utility Infrastructure and Secure America Now Act of 2008 - Amends the Federal Energy Regulatory Commission (FDA) to issue a rule to prohibit disturbances (other than planned maintenance) lasting greater than five days. Amends the Federal Energy Regulatory Commission to issue a rule"
"191","Preserve Rights of States and Political subdivisions to Encourage Retirement Savings Act or thePROSPERS Act - Amends the Employee Retirement Income Security Act of 1974 to direct the Employee Retirement Income Security Act of 1974 to authorize the Employee Retirement Income Security Act of 1974 to authorize the Employee Retirement Income Security Act"
"192","Amends the Technical and Miscellaneous Revenue Act of 1988 (Public Law 100-264) of the Tax Reform Act of 1986 to: (1) acquire the joint election of a Native Corporation and a corporation with which the Native Corporation entered into a transaction permitted under the Tax Reform Act of 1986 to"
"193","Medicare Part D Drug Class Protection Act of 2007 - Amends title XVIII (Medicare) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act to prohibit the Secretary of Health and Human Services (HHS) to include all or substantially all"
"194","Connect with Veterans Act of 2014 - Directs the Secretary of Veterans Affairs to establish a program to facilitate outreach to veterans by covered entities. Requires the Secretary of Veterans Affairs to establish a program to facilitate outreach to veterans by covered entities. Requires the Secretary of Veterans Affairs to establish"
"195","Safe NOW Act of 2006 - Establishes the National Sex Offender Risk Classification Task Force to provide guidelines for the establishment of a risk-based sex offender classification system to: (1) classify sex offender classification system to: (1) classify sex offender"
"196","Sports Agent Responsibility and Trust Act - Authorizes an athlete agent to: (1) direct or indirectly recruit or solicit a false promise or representation; or (2) providing anything of value to a student athlete or anyone associated with the athlete enter into an agency contract; (2) enter into an agency contract with a"
"197","Social Security Administration Accountability Act of 2012 - Amends title XVIII (Medicare) of the Social Security Act (SSA) to: (1) prepare and submit an annual budget estimate for the Administration directly to the President and Congress. Requires the Commissioner of Social Security (SSA) to"
"198","Emergency Port of Entry Personnel and Infrastructure Funding Act of 2007 - Directs the Secretary of Homeland Security (DHS) to hire. train. and assign to duty during FY2009 through 2012 through 2012. Requires the Secretary of Homeland Security to hire. train. and assign to duty during FY"
"199","Mark O. Hatfield-Elizabeth Furse Scholarship and Excellence in Tribal Governance Fund. Establishes the Mark O. Hatfield-Elizabeth Furse Scholarship and Excellence as the Mark O. Hatfield-Elizabeth Furse Scholarship and Excellence in Tribal"
"200","Volunteer Integrity and Data Improvement Act - Amends title XVIII (Medicare) of the Social Security Act (TANF Extension Act (TANF Extension) (TANF Extension Act (TANF Extension) for FY2013. Amends the Social Security Act (TANF Extension Act to"
"201","Energy Productivity Innovation Challenge Act of 2015 or the EPIC Act of 2015 This bill directs the Secretary of Energy to issue an invitation to States to submit plans to participate in electric and thermal energy productivity challenges in accordance with this Act. Requires the Secretary to issue an invitation to states to submit plans"
"202","Small Company Capital Formation Act of 2011 - Amends the Securities Act of 1933 to revise the securities exempted pursuant to the Securities Act of 1933 to require the aggregate offering amount of all securities offered and sold within the prior 12-month period in reliance on the exemption added in accordance"
"203","Federal Election Integrity Act of 2004 - Amends the National Voter Registration Act of 1993 to require the applicant to provide a photographic copy of any document which provides proof that the applicant is a citizen of the United States. Requires the applicant to provide a photographic copy of any document"
"204","Patient Protection and Affordable Care Act or theFREE Act - Amends the Patient Protection and Affordable Care Act to revise the Patient Protection and Affordable Care Act to revise the Patient Protection and Affordable Care Act to require the Patient Protection and Affordable Care Act to require the Patient Protection and Affordable Care Act"
"205","Economic Growth and Stabilization Financing Demonstration Act 1994 - Authorizes the Secretary of Commerce to study the feasibility and Desirability of a program of loan guarantees for economic growth and stabilization in communities facing economic distress. the Secretary to guarantee loans made to private borrowers"
"206","Latin Beechman Ovarian Cancer Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue a price equal to the sum of: (1) the face value of the coins. Requires each coin minted under the Strategic and Critical Materials Stock Piling Act."
"207","Federal Facilities Clean Water Compliance Act of 1993 - Amends the Federal Water Pollution Control Act to require the Federal Water Pollution Control Act to prohibit the Federal Water Pollution Control Act to prohibit the Federal Water Pollution Control Act to prohibit the Federal Water Pollution Control Act to prohibit the Federal Water Pollution"
"208","Amends the Brady Handgun Violence Prevention Act - Amends the Brady Handgun Violence Prevention Act to require the Attorney General to extend a licensees that the system is operational and capable of supplying information immediately. Directs the Attorney General to licensees that the system is operational and capable"
"209","Department of Veterans Affairs Major Medical Facility Lease Authorization Act of 2013 - Authorizes the Secretary of Veterans Affairs to carry out the Major Medical Facility Lease Authorization Act of 2013 - Authorizes the Secretary of Veterans Affairs (VA) to carry out the Major medical facility leases At the locations specified."
"210","Protecting Homes. Small Businesses. and Private Property Act of 2005 - Requires the power of eminent domain domain domain power by the Federal Government. and all exercises of eminent domain power by state and local government through the use of the use of such rights. Require"
"211","Safe Highways and Infrastructure Preservation Act of 1997 - Amends the Surface Transportation Assistance Act of 1982 to authorize the Secretary of Transportation to register for operation on any segment of the Interstate System and those classes of qualifying National Highway System highways as designated by the Secretary of Transportation to register for operation on any segment of"
"212","Federal Employment Opportunity and Infrastructure Improvement Act of 1994 - Amends the Job Training Partnership Act to direct the Secretary of Labor to establish a public works and public service job training program. Requires the Secretary to allocate such amount to service delivery areas within each state. Requires the Secretary to"
"213","Preventing Overdoses While in Emergency Departments Act of 2018 This bill directs the Secretary of Health and Human Services to establish a program to develop protocols for discharging patients who have presented with a drug Overdose and enhance the integration and coordination of care and treatment options for individuals with substance use"
"214","Truth Cost of War Act of 2011 - Requires the President to make estimates and projections through At least FY 2020. adjust any dollar amounts appropriately for inflation. and takes into account and specify each of the life complications that emerge over time from such trauma. Requires the President to make estimates"
"215","Minority National Security Scholarship Act of 2002 - Directs the Secretary of Education to establish a program to: (1) award scholarships to minority undergraduate students who are U.S. citizenry. Requires the Secretary of Education to establish a program to: (1) award scholarships to minority undergraduate students who"
"216","Native Natives Authorization Act of 2017 This bill amends the Alaska Native Claims Settlement Act to require the Secretary of the Interior to enroll to each of the Urban Corporations for Haines. Ketchikan. Petersburg. Tenakee. and Wrangell from eligibility by authorizing the Native inhabitants"
"217","Child Care Lending Pilot Act of 2003 - Amends the Small Business Investment Act of 1958 to direct the Administrator of the Small Business Investment Act of 1958 to direct the Administrator of the Small Business Investment Act of 1958 to direct the Administrator of the Small Business Administration (SBA) to submit a report on"
"218","Unitedstanding the True Cost of College Act of 2012 - Amends the Higher Education Opportunity Act to require the Secretary of Education to develop a standard format for financial aid offer forms based on recommendations from representatives of students. families. institutions of higher education. secondary school and postsecondary counselors. and"
"219","Federal Refinancing for American Families Act of 2012 - Directs the Federal National Mortgage Association and the Federal Home Loan Mortgage Corporation to provide for the refinancing of qualified mortgages on single-family housing owned by such enterprise through a refinancing mortgage having a 50-"
"220","Older Workers' Rights Restoration Act of 2001 - Amends the Age Discrimination of Employment Act of 1967 to prohibit States from discriminating in employment on the basis of age. Requires the Supreme Court upheld Congress to prohibit States from discriminating in employment on the basis of age."
"221","Rural Veterans Health Care Access Act of 2007 - Directs the Secretary of Veterans Affairs to establish and carry out a pilot program to provide mental health counseling to eligible veterans in facilities other than medical facilities of the Department of Veterans Affairs (VA) to issue a pilot program to provide mental health counseling to eligible veterans"
"222","Expand School Meals Act of 2009 - Amends the Richard B. Russell National School Lunch Act of 2009 - Amends the Richard B. Russell National School Lunch Act of 2009 - Amends the Richard B. Russell National School Lunch Act of 2009 - Amends the Richard B"
"223","Chesapeake Bay Program Reauthorization and Environmental Accountability Act of 2005 - Amends the Federal Water Pollution Control Act to direct the Federal Water Pollution Control Act to require the Federal Government or a State government to complete a plan for achieving the overall nutrient and sediment"
"224","Amends the Federal criminal code to authorizes the Secretary of Veterans Affairs to furnish hospitals and Domiciliary care. medical services. nursing home care. and related services to eligible and enrolled veterans. Requires the Secretary of Veterans Affairs to furnish hospital and Domiciliary care. medical services"
"225","Authorizes the Comptroller General of the United States to conduct a study and submit to the Commission on Commerce. Science. and Transportation of the Senate. and the Committee on Commerce. Science. and Transportation of the Senate. and the Committee on Energy and Commerce of the House of Representatives a"
"226","State and Local Government Economic Empowerment Act - Directs the Secretary of Commerce to issue an interest-free loan to any government unit in repaying a prior loan. Requires the Secretary of the Interior to issue an interest-free loan to any government unit. Requires the Secretary"
"227","Metphetamine Awareness and Prevention Act of 2006 - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to establish a program to award competitive grants to eligible entities for the establishment and implementation of successful methamphetamine education and awareness campaigns"
"228","Amends Federal Emergency Management Agency to provide for the National Academy of Sciences to review and make recommendations for health surveillance of members of the uniformed services who may be exposed to environmental hazards as the result of duty as the result of duty as the result of duty as the result of duty as the result of duty"
"229","Suburban and Community Forestry and Open Space Initiative Act of 2001 - Amends the Cooperative Forestry Assistance Act of 1978 to authorize the Secretary of Agriculture to award grants to eligible entities to carry out projects and activities to carry out projects and activities to: (1) identify and preserve private forest land; and (2)"
"230","Hand Unrestricted on National Treasures Act or the HUNT Act - Directs the Secretary of the Interior to make available to the public on the website of the Federal public land management agency to make available to the public on the website of the Federal public land management agency. Requires the"
"231","North Korean Counterterrorism and Nonproliferation Act - Directs the Secretary of State that the Government of North Korea to observe the long and short-range missile tests conducted by the North Korea. Requires the President certifies to Congress that the Government of North Korea to observe the long and short-"
"232","Displaced Aircraft Manufacturers Workers Relief Act of 2001 - Directs the Secretary of Labor to establish a group of workers or by their certified or recognized union or other Duly authorized representative. Requires the Secretary of Labor to establish a group of workers as eligible to apply for adjustment assistance"
"233","Educational Accountability Act of 2000 - Directs the Administrator of the National Academy of Sciences to conduct a study on the scientific bases underlying the development of TMDLs. Requires the Administrator of the National Academy of Sciences to conduct a study on the scientific bases underlying the development of"
"234","Education for Democracy Act - Amends the Elementary and Secondary Education Act of 1965 to authorize the Secretary of Education to award grants to or enter into contracts with: (1) college freshmen surveyed in 1997 by the Higher Education Research Institute of California At Los Angeles demonstrated higher levels of disengagement.both academically and"
"235","San Bernardino National Forests Protection Act - Directs the Secretary of Agriculture tocontinu to administer the Cucamonga and Sheep Mountain Wilderness Areas. Requires the Secretary of Agriculture tocontinu to administer the Cucamonga and Sheep Mountain Wilderness Area"
"236","American Indian Equal Justice Act - Amends the Tucker Act to direct the District courts of the United States to having original jurisdiction in any civil action or claim against an Indian tribe. tribal corporation. or member of an Indian tribe to collect. and remit to a State. any excise."
"237","Federal Housing Improvement Act of 1994 - Amends the National Housing Act to require the Secretary of Housing and Urban Development (FHA Improvement Act of 1994 - Amends the National Housing Act to direct the Secretary of Housing and Urban Development (FHA Improvement Act of 1994 - Amends the National"
"238","helicopter Medical Services Patient Safety. Protection. and Coordination Act - Amends the Federal Aviation Administration to prohibit a State from requiring medical licenses for the provision of helicopter medical services between locations within the State; or (2) prescribe regulations relating to the provision of helicopter medical services between locations within the State"
"239","Human Tissue for Transplantation Act of 1993 - Amends the Federal Food. Drug. and Cosmetic Act to ensure that human tissue intended for transplantation. Amends the Federal Food. Drug. and Cosmetic Act to ensure that human tissue intended for transplantation. Amends the Federal Food."
"240","Energy Alternatives for Energy Independence Act of 2005 - Amends the Energy Policy Act of 2005 to repeal the provision of the Energy Policy Act of 2005 to repeal the provision of the Energy Policy Act of 2005 to repeal the provision of the Energy Policy Act of 2005 to repeal the provision of the Energy Policy Act of"
"241","Airport Security Act of 2010 - Amends Federal aviation Administration (DHS) to establish and carry out a program to prohibit any individual from possessing a firearm At a covered airport. including any individual who enters the airport. or exits public transportation. Requires each airport"
"242","Fixed Asset Relief Act of 2015 This bill amends the Internal Revenue Code to: (1) allow a tax deduction for such deduction."
"243","Amends the Siletz Tribe Indian Restoration Act to authorize the Secretary of the Interior to accepting title to any additional number of acres of real property located within the boundaries of the original 1855 Siletz Coast Reservation established by executive Order dated November 9. 1855. comprised of land within the political boundaries of"
"244","Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS). acting through the Director of the Centers for Disease Control and Prevention. to carry out projects to reduce the incidence of traumatic brain injury. Authorizes the Secretary of Health and Human Services (HHS)"
"245","Social Investment and Economic Development Fund for the Americas Act of 2003 - Authorizes the President to establishes as a principal objective of U.S. foreign assistance to acquire the knowledge and resources essential to development and achieve equitable development objectives to the Americas. a Social Investment and Economic Development Fund"
"246","Polo Tape Transparency Act of 2008 - Amends the Help America Vote Act of 2002 to require each state to: (1) announce the vote orally. post a copy of the poll tape reflecting the total number of individuals who appeared At the pollingplace. and prepare and post "
"247","Directs the Secretary of Energy (DOE) to make. subject to the availability of appropriations. incentive payments to the owner or operator of such facility. Directs the Secretary of Energy to make the availability of appropriations. incentive payments to the owner or operator of such facility. Requires"
"248","Yellowstone Reclamation Projects Conveyance Act - Authorizes the Secretary of the Interior to: (1) establish and maintain the irrigation developments of the Pick-Sloan Missouri Basin Program."
"249","Economic Impact of Broadband Act of 2018 This bill directs the Secretary of Commerce to conduct an assessment and analysis of the effects of broadband deployment and adoption on the economy of the United States. Requires the Secretary of Commerce to conduct an assessment and analysis of the effects of broadband deployment and adoption on the economy"
"250","Federal Energy Price Protection Act - Requires the President to issue an emergency proclamation for any supplier to increase the price of the crude oil. gasoline. or petroleum distillate to a supplier; (2) increase the replacement costs for crude oil. gasoline. or petroleum distillate to a supplier."
"251","Medical Oversight in the Department of Veterans Affairs Act of 2014 - Establishes the Office of the Office of the Office of the Office of the Medical Inspector to: (1) review the quality of health care provided to veterans; (2) review offices of the Veterans Health Administration to ensure that policies and procedures of the Department"
"252","Rehab and Ahmed Amer Foster Care Improvement Act of 2012 - Amends title IV of the Social Security Act to require the Secretary of Health and Human Services (HHS) to exercise due diligence to identify and provide notice to all adult grandparents and other adult families of the child. Requires the"
"253","Hurricane and Tornado Mitigation Investment Act of 2007 - Amends the Internal Revenue Code to allow a credit against the tax imposed by the taxpayer during such taxable year. Requires the credit for any taxable year."
"254","Airport Streamlining Approval Process Act of 2002 - Directs the Secretary of Transportation to develop and implement a coordinated review process for airport capacity enhancement projects At congested airports. Requires the Secretary of Transportation to develop and implement a coordinated review process for airport capacity enhancement projects"
"255","Small Business Health Insurance Options Act of 2007 - Directs the Administrator of the Administration to establish a pilot program to make grants to small business development centers to provide neutral and objective information and educational materials regarding health insurance options. including coverage options within the Small group market. Requires the Administrator of the Administration"
"256","Federal Supervisor Training Act of 2016 This bill amends the Federal criminal code to require supervisors to having individual development plans that provide for training on actions. options. and strategies a supervisor may use in: (1) develop and discussing relevant performance goals and objectives align to the mission and priority goals of the agency; (2) communicating"
"257","National Strategic Gasoline Reserve for Purposes of National Security Act of 2009 - Directs the Secretary of Energy to establish a Strategic Gasoline Reserve system for Purposes of National Security Act of 2009 - Directs the Secretary of Energy to establish a Strategic Gasoline Reserve"
"258","Techology Administration Authorization Act of 1995 - Amends the National Institute of Standards and Technology Act to authorize the Secretary of Commerce to submit to Congress a strategic plan for phasing out the Office of Technology Policy during fiscal year 1996 by eliminating nonessential functions and transferring any essential functions to"
"259","Trade Dress Protection Act - Amends the Trademark Act of 1946 (trade dress) to provide for the registration and protection of trade-marks used to carry out provisions of certain international conventions. and for other purposes. Amends the Trademark Act of 1946 to require the Secretary of Trademark"
"260","Skills Game Protection Act - Amends the Federal criminal code to require each person who operates agame of skill on the Internet to maintain the following: (1) Appropriate safeguards to ensure that the individual participant depositing funds are 18 years of age or older. Requires each person who"
"261","Saltarfish Canyon and Bismarck Lake Land Exchange Act - Directs the Secretary of Agriculture to convey to the State all right. title. and interest of the United States to convey to the State all right. title. and interest of the United States in and to the Federal land. Requires"
"262","Troubled Asset Relief Program Enhancement Act - Amends the Emergency Economic Stabilization Act of 2008 to authorize the Comptroller General to make and retain copies of such books."
"263","Agriculture Equity Act of 1995 - Establishes the sense of Congress that: (1) the continuation of significant Federal budgetary deficits harms the economic well-being of the United States and are detrimental to the development of sound. long-term agricultural policy; (2) agricultural price support and production adjustment programs should be adjusted"
"264","Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (Sec. 2) Amends the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to revise provisions of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to revise provisions of the Personal Responsibility and Work Opportunity Reconciliation Act of"
"265","Cardiac Arrest Survival Act of 1999 - Amends the Public Health Service Act to direct the Secretary of Health and Human Services (HHS) to assist in providing for an improvement of the survival rates of individuals who experience cardiac arresta Federal buildings by publishing in the Federal Register for public comment"
"266","United States Commission on International Religious Freedom Reform and Reauthorization Act of 2014 - Amends the International Religious Freedom Act of 1998 (International Religious Freedom Act of 1998 (International Religious Freedom Act of 1998 (International Religious Freedom Act of 1998 (International Religious Freedom Act of 1998 (International Religious Freedom Act of 1998 to"
"267","Wildlife Disease Emergency Act of 2010 - Establishes the Wyoming of the Interior to identify and declare wildlife disease emergencies; (2) establish a fund through which the Secretary may coordinate rapid response to such emergencies; and (2) prepare for. identify. and address diseases adversely affecting wildlife populations and biodiversity through strategic and coordinated"
"268","Tempoorary Worker Registration and Visa Act of 2005 - Amends the Immigration and Nationality Act to require the Secretary of Homeland Security (DHS) to register to the satisfaction of the Secretary of Homeland Security (DHS) to register to the satisfaction of the Secretary of Homeland Security (DHS)"
"269","American Cures Act - Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to revise the Balanced Budget and Emergency Deficit Control Act of 1985 to direct the Department of Health and Human Services."
"270","United States-Israel Strategic Partnership Act of 2013 - Amends the Department of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Appropriations Act to authorize the Secretary of Defense Ap"
"271","American Livestock Protection and Ranching Opportunity Act of 2014 - Amends the Animal Health Protection Act to authorize the Secretary of Agriculture certifies to Congress that a country is free of foot-and-Origin labeling translate translate translate translate translate translate translate translate translate translate translate translate translate translate translate translate"
"272","Survivors' and Dependents' Educational Assistance Adjustment Act of 2002 - Amends the Federal criminal code to: (1) increase the monthly rate of half-time."
"273","Strengthening Entrepreneurs' Economic Development Act of 2013 - Directs the Administrator of the Small Business Administration (SBA) to establish and carry out a loan program under which an eligible small business concern to submit an application to the Administrator for the purpose of securing a loan under the program."
"274","Amends the Federal Law Enforcement Pay Reform Act of 1990. Requires the Office of Personnel Management to study and submit to Congress a report which shall be considered to be law enforcement officers within the meaning of the ensolidated Metropolitan Statistical Area. Directs the Office of Personnel Management"
"275","Emergency Woods Natural Gas Pipeline Safety Act of 1995 - Amends the Federal criminal code to authorize the Secretary of Transportation to conduct a comprehensive study on the safety of all gas transmission pipeline facilities. Requires the Secretary to prescribe regulations requiring each owner or operator of a gas transmission pipeline"
"276","Energy Independence. Limiting Subsidies. and Accelerating Vehicle Efficiency (OILSAVE) Act - Amends the Internal Revenue Code to allow a credit against the tax imposed by this Act for the taxable year an amount equal to the applicable amount for each new qualified fuel-"
"277","Making Regulatory Transparency for New Medical Therapies Act - Amends the Federal Food. Drug. and Cosmetic Act to require the Secretary of Health and Human Services (FDA) to issue a scientific and medical evaluation and recommend controls under the Controlled Substances Act. approval of such application"
"278","Homeland Security Anti-Terrorism Security Authorization Act of 2011 - Amends the Homeland Security Act of 2002 to require the Secretary of Homeland Security (DHS) to maintain. and revise as necessary. regulations to protect chemical facilities against terrorism and potential terrorist attacks. Requires"
"279","Notch Fairness Act of 1996 - Amends title XVIII (Medicare) of the Social Security Act to revise the amount of the individual's primary insurance amount as computed or recomputed. Requires the amount of the individual's primary insurance"
"280","Voluntary Certification Program Act of 2014 - Amends the Energy Policy and Conservation Act to require the Secretary of Energy (DOE) to maintain a publicly available list of covered products and equipment certified under the National Organization for Standardization/International Electrotechnical Commission (IHE) to: (1)"
"281","Affordable Housing Preservation and Revitalization Act of 2009 - Amends the United States Housing Act of 1937 to require the Secretary of Housing and Urban Development to ensure that funds in the residual receipts account of an eligible multifamily housing property are transferred. At the time of a qualified sale or exchange. to"
"282","Health Care Access for Small Businesses Act of 2003 - Amends title XVIII (Medicare) to promulgate regulations for the certification of three-share programs for purposes of the Internal Revenue Code to require the Administrator to promulgate regulations for the certification of three-share programs for purposes of"
"283","District of Columbia Government Improvement and Efficiency Act of 1996 - Amends the District of Columbia Self- Government Authorities and Governmental Reorganization Act to authorize the District of Columbia convicts in any federal penitentiary during the 5-year period beginning October 1. 1996. the Mayor of the District"
"284","Liberian Refugee Immigration Fairness Act of 2009 - Directs the Secretary of Homeland Security (DHS) to adjust the status of an alien who are otherwise eligible to receive an alien lawfully admitted for permanent residence. Requires the Secretary of Homeland Security (DHS) to adjust the status"
"285","Medicare Drug Savings Through Choice Act of 2007 - Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (HHS) to offer a Medicare operated prescription drug plan. Requires the Secretary of Health and Human Services to"
"286","Children's Express Lane to Health Coverage Act of 2003 - Amends title XI (Medicare) of the Social Security Act to provide that financial eligibility requirements for medical assistance are met for an individual who are under an age specified by the State (not to exceed 21 years of age)"
"287","Worker Rights and Labor Standards Trade Act of 1994 - Amends the Trade Act of 1974 to define internationally recognized worker rights as the right to organize and bargain collectively. the prohibition of the use of any form of forced or compulsory labor. a minimum age for the employment of children. and acceptable conditions"
"288","State Prescription Drug Discount Act of 2002 - Amends title XVIII (Medicare) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) to require States to make rebate payments for drugs"
"289","Minuteman Missile National Historic Site Establishment Act of 1998 - Establishes the Minuteman Missile National Historic Site. Authorizes the Secretary of Defense to make minor adjustments to the boundary of the historic Site. Authorizes the Secretary of State to administer the historic Site. Authorizes the"
